iter	MultiClass
1664	4.747672833
1665	4.747461526
1666	4.747428231
1667	4.747303279
1668	4.747280799
1669	4.747209588
1670	4.747160646
1671	4.747062317
1672	4.74702057
1673	4.746990019
1674	4.746851455
1675	4.746785925
1676	4.746737357
1677	4.746675328
1678	4.746619978
1679	4.746492243
1680	4.746339798
1681	4.746302065
1682	4.746228667
1683	4.746149938
1684	4.7460582
1685	4.745963824
1686	4.745887607
1687	4.745853106
1688	4.745825703
1689	4.745765994
1690	4.745641196
1691	4.745526519
1692	4.745499194
1693	4.745436671
1694	4.745345417
1695	4.745296555
1696	4.745182859
1697	4.745139704
1698	4.745065951
1699	4.744924109
1700	4.744885663
1701	4.744833594
1702	4.744728903
1703	4.744655423
1704	4.744635582
1705	4.744544571
1706	4.744508865
1707	4.744426966
1708	4.744358506
1709	4.744243769
1710	4.744127417
1711	4.744097743
1712	4.743989583
1713	4.743932522
1714	4.743809056
1715	4.743684758
1716	4.743624597
1717	4.74353577
1718	4.743439174
1719	4.743360371
1720	4.74330701
1721	4.743267092
1722	4.743203351
1723	4.743069658
1724	4.743033497
1725	4.742966939
1726	4.742930412
1727	4.742895557
1728	4.742829292
1729	4.742772586
1730	4.742666273
1731	4.742590197
1732	4.742518174
1733	4.742288031
1734	4.742234696
1735	4.742132201
1736	4.742081538
1737	4.741955259
1738	4.741845306
1739	4.741774308
1740	4.741670578
1741	4.741473233
1742	4.74140661
1743	4.741348211
1744	4.741230509
1745	4.741204477
1746	4.741155472
1747	4.741071472
1748	4.741038062
1749	4.740955689
1750	4.740920729
1751	4.740877494
1752	4.740825743
1753	4.740762679
1754	4.740683609
1755	4.740634609
1756	4.740573971
1757	4.740551337
1758	4.740519938
1759	4.740480982
1760	4.740399584
1761	4.74026445
1762	4.740227243
1763	4.74018735
1764	4.740148264
1765	4.740133464
1766	4.740076674
1767	4.740015415
1768	4.739948766
1769	4.739927818
1770	4.739875208
1771	4.739852285
1772	4.739799267
1773	4.739710842
1774	4.739641506
1775	4.739479144
1776	4.73944299
1777	4.739314959
1778	4.739196115
1779	4.739142496
1780	4.739090512
1781	4.738885201
1782	4.738820637
1783	4.738740293
1784	4.738664733
1785	4.738564252
1786	4.738544317
1787	4.738415625
1788	4.738350488
1789	4.738305935
1790	4.738206219
1791	4.738157861
1792	4.738103331
1793	4.738006301
1794	4.73797159
1795	4.737915603
1796	4.737841106
1797	4.737735002
1798	4.737694336
1799	4.737676506
1800	4.737502192
1801	4.737406232
1802	4.737353373
1803	4.737240101
1804	4.737038484
1805	4.736975208
1806	4.736912848
1807	4.736796383
1808	4.736780818
1809	4.736683783
1810	4.736623468
1811	4.736572348
1812	4.736443962
1813	4.736399496
1814	4.736351526
1815	4.736243218
1816	4.736058785
1817	4.736034142
1818	4.736018426
1819	4.735942449
1820	4.735746539
1821	4.735533084
1822	4.735456359
1823	4.73538302
1824	4.735334259
1825	4.735281264
1826	4.73521294
1827	4.735187858
1828	4.735154325
1829	4.735040767
1830	4.73499768
1831	4.734848366
1832	4.734795011
1833	4.734695823
1834	4.73463157
1835	4.734576989
1836	4.734527015
1837	4.734486796
1838	4.734436581
1839	4.73436174
1840	4.734316164
1841	4.734268212
1842	4.734065076
1843	4.733958463
1844	4.733887877
1845	4.733825368
1846	4.733701183
1847	4.733626595
1848	4.733595783
1849	4.733524377
1850	4.733481015
1851	4.733424981
1852	4.733301751
1853	4.733257571
1854	4.733227803
1855	4.733199083
1856	4.733166546
1857	4.733107218
1858	4.732982763
1859	4.732894316
1860	4.732851669
1861	4.732646862
1862	4.732609594
1863	4.73257635
1864	4.732542507
1865	4.732478845
1866	4.732426929
1867	4.732375753
1868	4.732226275
1869	4.732161354
1870	4.7320949
1871	4.731994025
1872	4.731954714
1873	4.731922906
1874	4.731839877
1875	4.731784586
1876	4.731751101
1877	4.731540565
1878	4.731521574
1879	4.731432475
1880	4.731301074
1881	4.731217877
1882	4.7311655
1883	4.731114653
1884	4.730922168
1885	4.730878317
1886	4.730759097
1887	4.730694018
1888	4.7304622
1889	4.730431638
1890	4.730313663
1891	4.73025027
1892	4.730219683
1893	4.730184473
1894	4.730116783
1895	4.730049055
1896	4.729972621
1897	4.72994003
1898	4.729872361
1899	4.729833619
1900	4.729803204
1901	4.729757919
1902	4.729637476
1903	4.729594764
1904	4.729523819
1905	4.729489361
1906	4.729439673
1907	4.729388813
1908	4.729356559
1909	4.729294993
1910	4.729224882
1911	4.729166652
1912	4.72909924
1913	4.728893761
1914	4.728831907
1915	4.728740245
1916	4.728695635
1917	4.728638494
1918	4.728596255
1919	4.728513608
1920	4.728467449
1921	4.728407033
1922	4.728247923
1923	4.728163466
1924	4.728130727
1925	4.728067836
1926	4.727999886
1927	4.727944276
1928	4.727900344
1929	4.727854226
1930	4.727809775
1931	4.727755928
1932	4.727722809
1933	4.72765553
1934	4.727627459
1935	4.727560807
1936	4.727524331
1937	4.727449423
1938	4.727385463
1939	4.727300668
1940	4.727230864
1941	4.727203213
1942	4.727168341
1943	4.727090701
1944	4.727022553
1945	4.72699511
1946	4.726839426
1947	4.726689731
1948	4.726618233
1949	4.726578776
1950	4.726528063
1951	4.726396662
1952	4.726365181
1953	4.726335123
1954	4.726262058
1955	4.726106805
1956	4.726050511
1957	4.726013248
1958	4.725980707
1959	4.725896468
1960	4.725871379
1961	4.725814596
1962	4.725601567
1963	4.725554952
1964	4.725513062
1965	4.725468701
1966	4.725393606
1967	4.725320849
1968	4.725278306
1969	4.725226087
1970	4.725192201
1971	4.725166568
1972	4.72512897
1973	4.725061631
1974	4.725014961
1975	4.724972421
1976	4.724835861
1977	4.724797336
1978	4.724710614
1979	4.724681235
1980	4.724598531
1981	4.724508013
1982	4.724446735
1983	4.724385235
1984	4.724336115
1985	4.724293518
1986	4.72420638
1987	4.724155211
1988	4.724124585
1989	4.724063014
1990	4.723968853
1991	4.723936196
1992	4.723905745
1993	4.723869736
1994	4.723821093
1995	4.72378844
1996	4.723694185
1997	4.723671007
1998	4.723653729
1999	4.723556987
